x0,x1,x2,x3,y,x4,x5
A0,23.0,A0,A12,0.39,0.15,0.0
A3,24.0,A0,A124,0.01,0.01,0.0
A2,28.0,A10,A125,0.02,0.0,0.0
A13,27.0,A10,A90,0.39,0.02,0.0
A2,30.0,A1,A63,0.15,0.0,0.0
A6,23.0,A9,A100,0.11,0.03,0.0
A12,18.0,A7,A126,0.0,0.0,0.11
A5,32.0,A9,A18,0.17,0.12,0.0
A0,22.0,A0,A15,0.1,0.04,0.0
A14,34.0,,A39,0.34,0.56,0.04
A2,31.0,A4,A35,0.14,0.0,0.0
A14,35.0,A5,A22,0.0,0.0,0.08
A6,22.0,A1,A24,0.07,0.02,0.0
A12,15.0,A11,A21,0.06,0.04,0.0
A6,22.0,A5,A122,0.0,0.0,0.05
A2,28.0,A7,A12,0.42,0.0,0.0
A8,33.0,A7,A127,0.0,0.0,0.07
A3,25.0,A5,A22,0.03,0.03,0.0
A3,22.0,A8,A18,0.05,0.04,0.0
A3,27.0,A7,A8,0.11,0.09,0.0
A2,27.0,A2,A25,0.03,0.0,0.0
A12,15.0,A7,A18,0.01,0.01,0.0
A0,23.0,A1,A68,0.06,0.02,0.0
A13,30.0,A1,A7,0.18,0.1,0.0
A12,22.0,A9,A128,0.13,0.09,0.0
A13,28.0,A1,A75,0.0,0.0,0.01
A3,,A4,A35,0.12,0.09,0.0
A2,31.0,A11,A24,0.21,0.07,0.0
A3,27.0,A5,A25,0.05,0.04,0.02
A3,21.0,A1,A50,0.06,0.05,0.0
A4,27.0,A2,A129,0.04,0.0,0.0
A2,30.0,A5,A122,0.24,0.0,0.09
A15,25.0,A4,A5,0.05,0.01,0.0
A3,22.0,A11,A100,0.04,0.03,0.0
A6,22.0,A11,A130,0.04,0.01,0.06
A9,28.0,A0,A18,0.0,0.53,0.0
A4,32.0,,A31,0.47,0.0,0.0
A9,30.0,A1,A8,0.51,0.42,0.0
A2,27.0,A4,A131,0.1,0.0,0.0
A9,26.0,A1,A10,0.0,0.0,0.04
A0,22.0,A3,A3,0.01,0.0,0.0
A7,13.0,A5,A132,0.0,0.0,1.15
A3,27.0,A3,A36,0.0,0.0,0.01
A15,22.0,A6,A76,0.06,0.02,0.0
A9,31.0,A5,A1,0.29,0.19,0.67
A13,26.0,A0,A12,0.45,0.02,0.0
A2,28.0,A4,A133,0.2,0.01,0.0
A11,31.0,A5,A79,0.06,0.0,0.0
A2,29.0,A2,A12,0.22,0.0,0.0
A6,24.0,A10,A98,0.05,0.01,0.0
A11,31.0,A11,A15,0.05,0.05,0.0
A12,19.0,A8,A5,0.0,0.0,0.36
A2,28.0,A6,A15,0.3,0.54,0.0
A13,28.0,A4,A1,0.0,0.0,0.67
A2,29.0,A2,A15,0.41,0.3,0.0
A8,36.0,A1,A1,0.0,0.0,0.06
,22.0,A9,A64,0.1,0.08,0.0
A3,,A6,A7,4.26,0.26,0.01
A14,35.0,A5,A1,0.0,0.0,0.05
A0,24.0,A6,A24,0.04,0.01,0.0
A8,33.0,A8,A134,0.0,0.0,0.03
A4,34.0,A11,A17,0.18,0.19,0.0
A10,20.0,A0,A34,0.63,0.06,1.03
A3,25.0,A4,A18,0.37,0.01,0.0
A20,14.0,A3,A39,0.0,0.0,0.12
A3,27.0,A6,A5,0.0,0.0,0.31
A2,29.0,A8,A12,0.11,0.0,0.0
A13,30.0,A4,A11,0.09,0.02,0.0
A11,31.0,A8,A94,0.0,0.02,0.0
,35.0,A1,A28,0.0,0.02,0.0
A5,36.0,A7,A83,0.0,0.0,0.01
A1,33.0,A6,A5,0.0,0.0,0.17
,31.0,A11,A15,0.09,0.1,0.0
A11,35.0,A6,A15,0.0,0.01,0.0
A13,29.0,A9,A41,0.39,0.0,0.0
A11,33.0,A1,A10,0.0,0.01,0.0
A9,27.0,A11,A3,0.24,0.03,0.0
A3,29.0,A10,A77,0.0,0.0,0.02
A1,33.0,A7,A1,0.0,0.0,0.03
A6,24.0,A6,A3,0.07,0.02,0.0
A15,23.0,A11,A15,0.11,0.03,0.0
A6,23.0,A11,A68,0.01,0.0,0.0
A5,35.0,A5,A13,0.0,0.01,0.01
A11,23.0,A8,A7,0.01,0.24,0.0
A2,31.0,A4,A135,0.0,0.05,0.0
A3,21.0,A0,A5,0.6,0.47,0.0
A6,24.0,A0,A96,0.03,0.01,0.0
A13,28.0,A11,A41,0.12,0.0,0.0
A2,28.0,A1,A12,0.53,0.0,0.0
A2,30.0,A7,A24,0.26,0.01,0.0
A11,26.0,A2,A101,0.0,0.02,0.0
A13,28.0,A7,A12,0.17,0.01,0.0
A4,29.0,A11,A25,0.15,0.06,0.05
A11,29.0,A9,A136,0.0,0.02,0.0
A21,6.0,A11,A5,0.27,0.08,1.0
A15,24.0,A4,A63,0.05,0.01,0.0
A7,16.0,A6,A137,0.0,0.0,0.19
A2,28.0,A1,A62,0.08,0.0,0.03
A0,27.0,A4,A15,0.01,0.0,0.0
A3,21.0,A9,A64,0.29,0.23,0.0
A6,22.0,A8,A24,0.35,0.07,0.0
,28.0,A4,A8,0.08,0.26,0.0
A6,24.0,A3,A21,0.09,0.03,0.0
A9,31.0,A1,A8,0.15,0.12,0.0
A9,31.0,A1,A15,0.06,0.16,0.0
A5,34.0,A1,A11,0.05,0.26,0.0
A11,28.0,A8,A6,0.0,0.02,0.0
A6,26.0,A11,A2,0.02,0.0,0.0
A16,19.0,A5,A138,0.0,0.0,0.54
A13,30.0,A0,A34,3.66,2.42,0.98
A2,29.0,A1,A46,0.04,0.01,0.0
A4,27.0,A11,A7,1.09,0.54,0.02
A4,30.0,A4,A24,0.64,0.12,0.0
A9,32.0,A1,A39,0.0,0.0,0.59
A9,31.0,A5,A83,0.27,0.11,0.14
A18,34.0,A2,A34,0.56,0.36,0.19
A3,23.0,A6,A69,0.18,0.14,0.0
A6,22.0,A6,A5,0.01,0.0,0.0
A7,15.0,A5,A1,0.0,0.0,0.11
A5,36.0,A1,A44,0.0,0.0,0.01
A13,29.0,A5,A25,0.33,0.13,0.11
A21,4.0,A2,A34,0.42,0.1,0.28
A9,35.0,A1,A10,0.0,0.0,0.09
A15,23.0,A2,A34,0.2,0.05,0.44
A2,29.0,A8,A7,0.23,0.0,0.0
A6,24.0,A11,A63,0.03,0.01,0.0
A4,27.0,A9,A24,0.15,0.0,0.0
A3,21.0,A6,A7,2.19,0.22,0.0
A3,26.0,A3,A7,1.07,0.4,0.0
A3,22.0,A0,A12,0.4,0.31,0.0
A4,30.0,A11,A24,0.05,0.0,0.0
,25.0,A6,A24,0.19,0.15,0.0
A1,30.0,A7,A139,0.0,0.0,0.02
A2,30.0,A2,A140,0.05,0.02,0.0
A13,26.0,A4,A1,0.12,0.0,0.06
A2,25.0,A2,A14,0.11,0.0,0.0
A9,28.0,A11,A7,0.74,0.26,0.02
A18,33.0,A10,A34,0.45,0.31,0.29
A9,27.0,A7,A18,0.0,0.0,0.08
,25.0,A4,A63,0.09,0.03,0.0
,29.0,A1,A15,0.21,0.22,0.05
A8,31.0,A6,A5,0.0,0.0,0.07
A1,28.0,A3,A141,0.05,0.0,0.01
A11,36.0,A9,A1,0.0,0.01,0.0
A3,20.0,A8,A5,0.0,0.0,0.15
A3,24.0,A6,A7,0.22,0.17,0.0
A9,28.0,A4,A8,0.27,0.07,0.0
A6,23.0,A9,A7,0.18,0.05,-5.791188479040122
A15,25.0,A3,A1,0.03,0.01,0.0
A3,27.0,A10,A5,0.0,0.0,0.02
A4,25.0,A1,A15,0.2,0.03,0.0
A6,24.0,A3,A7,0.46,0.18,0.0
A12,21.0,A8,A5,0.08,0.06,0.0
A2,27.0,A1,A5,0.0,0.0,0.02
A9,36.0,A4,A142,0.0,0.0,0.01
A13,28.0,A6,A37,0.09,0.0,0.0
A2,28.0,A5,A25,0.21,0.0,0.0
A15,23.0,A3,A7,0.19,0.05,0.0
A1,26.0,A2,A52,0.03,0.0,0.0
A4,29.0,A6,A31,0.19,0.01,0.0
A9,30.0,A7,A91,0.0,0.0,0.02
A11,31.0,A8,A6,0.02,0.01,0.0
A9,27.0,A6,A143,0.23,0.0,0.0
A11,33.0,A8,A144,0.0,0.02,0.0
A1,25.0,A6,A7,0.2,0.0,0.0
A3,22.0,A7,A18,0.13,0.1,0.0
A15,23.0,A0,A120,0.05,0.01,0.0
A4,28.0,A6,A85,0.02,0.01,0.0
,30.0,A5,A110,0.09,0.0,0.04
A1,27.0,A0,A24,0.01,0.23,0.0
A4,25.0,A1,A31,0.21,0.01,0.0
A8,34.0,A1,A24,0.03,0.03,0.0
A3,26.0,A1,A37,0.01,0.01,0.0
A13,27.0,A2,A37,0.13,0.01,0.0
A12,20.0,A1,A18,0.13,0.09,0.0
A13,28.0,A6,A31,0.08,0.0,0.0
A12,21.0,A9,A7,0.23,0.16,0.0
A12,16.0,A3,A21,0.08,0.05,0.0
A0,25.0,A1,A12,0.22,0.08,0.0
A3,27.0,A1,A75,0.0,0.0,0.02
A4,30.0,A1,A37,0.21,0.16,0.0
A5,33.0,A6,A22,0.0,0.0,0.02
A0,22.0,A2,A52,0.04,0.01,0.0
A1,27.0,A4,A18,0.33,0.25,0.07
A11,32.0,A5,A101,0.0,0.07,0.0
A9,35.0,A3,A1,0.15,0.2,0.14
A9,32.0,A5,A7,0.63,0.59,0.03
A1,31.0,A7,A145,0.0,0.0,0.01
A14,36.0,A1,A18,0.68,0.0,0.0
A11,26.0,A1,A24,0.0,0.01,0.0
A11,32.0,A5,A6,0.0,0.19,0.0
A9,30.0,A0,A24,0.16,0.02,0.0
A8,35.0,A1,A34,0.0,0.0,0.19
A6,24.0,A1,A31,0.14,0.04,0.0
A3,22.0,A3,A3,1.81,0.52,0.0
A4,29.0,A1,A10,2.11,0.94,0.12
A9,33.0,A6,A7,0.75,0.0,0.0
A3,23.0,A6,A7,1.69,0.2,0.0
A9,35.0,A11,A7,0.12,0.23,0.07
A12,20.0,A9,A24,0.25,0.17,0.0
A0,24.0,A5,A10,0.16,0.06,0.0
A11,8.0,A8,A146,0.0,0.02,0.0
A3,29.0,A4,A31,0.04,0.03,0.0
A2,29.0,A1,A5,0.27,0.01,0.09
A4,28.0,A11,A4,4.15,1.92,0.06
A4,29.0,A5,A6,0.29,0.17,0.04
A3,28.0,A1,A22,0.0,0.0,0.25
A0,24.0,A5,A34,0.64,0.24,0.29
A13,27.0,A1,A1,0.0,0.0,0.03
A11,17.0,A9,A68,0.0,0.01,0.0
A13,29.0,A2,A147,0.18,0.0,0.0
A0,25.0,A7,A12,0.11,0.04,0.0
A9,34.0,A11,A24,1.54,1.94,0.19
A2,26.0,A5,A1,0.0,0.0,0.02
A4,30.0,A4,A24,0.47,0.32,0.0
A4,26.0,A9,A43,0.23,0.04,0.02
A13,29.0,A10,A1,0.0,0.0,0.06
A2,28.0,A4,A74,0.09,0.0,0.0
A13,28.0,A7,A148,0.09,0.0,0.0
A3,22.0,A1,A43,0.21,0.16,0.0
A1,29.0,A10,A149,0.0,0.01,0.0
A20,15.0,A11,A122,0.0,0.0,0.06
A14,35.0,A5,A17,0.66,0.78,0.0
A4,31.0,A4,A15,0.84,6.6316813215158055,0.01
A15,22.0,A1,A24,0.08,0.02,0.0
A4,26.0,A11,A4,0.12,0.01,0.02
A17,,A1,A43,1.17,0.07,0.0
A1,31.0,A7,A139,0.0,0.0,0.1
A3,22.0,A6,A7,0.8,0.63,0.0
A2,26.0,A7,A75,0.0,0.0,0.04
A2,30.0,A2,A140,0.05,0.12,0.0
A2,29.0,A8,A33,0.28,0.03,0.0
A3,23.0,A6,A1,0.0,0.0,0.28
A2,30.0,A9,A15,0.04,0.0,0.0
,32.0,A9,A65,0.02,0.13,0.0
A13,26.0,A11,A61,0.12,0.01,0.0
A9,31.0,A3,A1,0.2,0.08,0.04
A6,25.0,A10,A31,0.03,0.01,0.0
A13,29.0,A11,A7,0.33,0.11,0.01
A1,27.0,A8,A5,0.09,0.0,0.0
A13,26.0,A1,A37,0.0,0.0,0.07
A6,21.0,A6,A7,0.32,0.09,0.0
A7,15.0,A0,A137,0.0,0.0,0.06
A3,23.0,A1,A21,0.06,0.05,0.0
A3,23.0,A1,A15,1.15,1.11,0.0
A13,27.0,A1,A24,0.31,0.01,0.0
A13,26.0,A1,A12,0.04,0.0,0.0
A0,24.0,A4,A44,0.08,0.03,0.0
A4,31.0,A4,A7,0.06,0.0,0.0
A9,27.0,A4,A24,0.08,0.01,0.0
A13,29.0,A2,A5,0.1,0.06,0.0
A13,27.0,A3,A150,0.45,0.46,0.0
A0,25.0,A0,A12,0.23,0.08,0.0
,19.0,A3,A21,0.06,0.04,0.0
A14,36.0,A6,A5,0.01,0.16,0.09
A4,33.0,A11,A31,1.22,0.57,0.02
A3,26.0,A8,A5,0.87,0.03,0.0
A9,29.0,A5,A24,0.49,0.16,0.0
A10,17.0,A1,A151,0.15,0.04,0.0
A14,35.0,A5,A10,0.0,0.0,0.08
A4,32.0,A1,A11,0.9,0.64,0.0
A7,14.0,A5,A122,0.0,0.0,0.08
A8,34.0,A7,A152,0.0,0.0,0.04
A2,26.0,A5,A62,0.22,0.0,0.0
A11,24.0,A11,A15,0.0,0.04,0.0
A22,35.0,A5,A101,0.04,0.02,0.0
A9,31.0,A3,A12,0.16,0.18,0.0
A2,29.0,A1,A125,0.0,0.02,0.0
A3,23.0,A3,A1,1.06,0.62,0.13
A2,25.0,A0,A34,0.72,0.06,0.21
A4,32.0,A4,A37,0.0,0.06,0.0
A12,19.0,A3,A10,0.43,0.3,0.0
A13,29.0,A0,A59,0.02,0.0,0.0
A1,30.0,A1,A35,0.0,0.0,0.72
A12,17.0,A6,A153,0.0,0.0,0.15
A15,23.0,A1,A68,0.02,0.01,0.0
A6,24.0,A1,A24,0.15,0.04,0.0
A2,29.0,A4,A31,0.19,0.0,0.0
A11,29.0,A6,A39,0.0,0.06,0.0
A9,31.0,A9,A65,0.27,0.59,0.01
A6,23.0,A9,A100,0.17,0.05,0.0
A11,25.0,A5,A4,0.01,0.05,0.0
A14,36.0,A4,A142,0.0,0.0,0.04
A0,23.0,A10,A10,0.06,0.02,0.0
A2,30.0,A4,A135,0.04,0.21,0.0
A6,22.0,A1,A4,1.54,0.44,0.04
,18.0,A10,A7,0.03,0.02,0.03
A12,16.0,A6,A21,0.08,0.05,0.0
A22,35.0,A6,A154,0.0,0.01,0.0
A17,2.0,A11,A43,1.05,0.06,0.0
A12,16.0,A6,A18,0.15,0.1,0.0
A3,27.0,A1,A22,0.0,0.0,0.33
A18,33.0,A0,A1,0.04,0.01,0.0
A11,30.0,A10,A24,2.56,1.68,0.0
A13,31.0,A1,A24,0.06,0.02,0.0
A9,30.0,A4,A8,0.11,0.04,0.0
A1,31.0,A7,A42,0.0,0.0,0.05
A17,1.0,A1,A155,0.21,0.01,0.0
A11,20.0,A8,A7,0.01,0.03,0.0
,34.0,A1,A1,0.0,0.0,0.1
A8,34.0,A5,A29,0.0,0.0,0.79
A13,28.0,A3,A5,0.13,0.02,0.01
A2,,A4,A35,0.0,0.0,0.02
A2,29.0,A4,A15,0.05,0.0,0.0
A4,31.0,A11,A14,0.1,0.05,0.03
A9,34.0,A11,A15,0.33,0.79,0.08
A9,31.0,A1,A18,0.13,0.12,0.0
A1,25.0,A0,A5,0.1,0.0,0.0
A2,30.0,A7,A35,0.04,0.01,0.0
A4,31.0,A1,A63,0.09,0.0,0.0
A3,24.0,A9,A2,0.11,0.08,0.0
A17,1.0,A1,A155,0.87,0.05,0.0
A9,27.0,A9,A39,0.07,0.43,0.0
A10,17.0,A3,A156,0.17,0.04,0.0
A2,27.0,A8,A7,0.0,0.03,0.03
A9,30.0,A5,A29,0.28,0.16,0.22
A11,27.0,A5,A43,0.0,0.05,0.0
A11,22.0,A5,A156,0.0,0.01,0.0
A3,24.0,A9,A15,0.11,0.08,0.0
A15,23.0,A10,A24,0.06,0.01,0.0
A8,35.0,A10,A22,0.0,0.0,0.04
,36.0,A7,A35,0.0,0.0,0.01
A18,34.0,A4,A1,0.0,0.0,0.03
A13,30.0,A4,A24,0.48,0.44,0.0
A6,22.0,A9,A4,0.39,0.16,0.0
A7,13.0,A8,A157,0.0,0.0,0.19
A18,34.0,A1,A1,0.0,0.04,0.02
A1,26.0,A3,A52,0.13,0.0,0.02
A11,26.0,A7,A158,0.0,0.04,0.0
A12,18.0,A6,A66,1.65,0.46,0.1
A3,28.0,A7,A40,0.0,0.0,0.01
A13,30.0,A11,A35,0.01,0.01,0.0
A0,,A1,A8,0.48,0.18,0.0
A4,31.0,A4,A31,0.12,0.0,0.0
A20,18.0,A11,A159,0.0,0.0,0.03
A15,22.0,A1,A10,0.54,0.27,0.45
A15,25.0,A1,A7,0.17,0.04,0.0
A4,35.0,A3,A1,0.16,0.08,0.0
A4,33.0,A1,A22,0.09,0.05,0.0
A2,25.0,A4,A34,0.0,0.0,0.06
,33.0,A3,A1,0.0,0.01,0.06
A9,33.0,A1,A29,0.6,1.31,0.08
A4,29.0,A9,A15,0.24,0.17,0.0
A9,33.0,A6,A14,0.0,0.02,0.0
A2,31.0,A2,A160,0.03,0.0,0.0
A6,24.0,A1,A8,0.04,0.01,0.0
A2,27.0,A8,A2,0.03,0.0,0.0
A0,27.0,A7,A24,0.16,0.06,0.0
A1,28.0,A5,A110,0.0,0.0,0.02
A14,36.0,A5,A29,0.0,0.0,0.22
A1,30.0,A5,A83,0.05,0.0,0.03
A12,17.0,A6,A78,0.03,0.02,0.0
A6,,A3,A7,0.43,0.1,0.0
A1,26.0,A10,A79,0.14,0.0,0.0
A1,27.0,A1,A161,0.04,0.0,0.0
A9,34.0,A9,A65,0.05,0.11,0.01
A13,31.0,A3,A12,0.24,0.09,0.0
A9,33.0,A1,A10,0.01,0.04,0.0
A14,36.0,A5,A29,0.1,0.18,0.0
A3,28.0,A1,A24,0.1,0.08,0.0
A9,,A7,A35,0.01,0.0,0.0
A4,29.0,A1,A43,0.16,0.05,0.0
A13,28.0,A1,A7,0.11,0.01,0.0
A8,35.0,A4,A152,0.0,0.0,0.02
A15,22.0,A6,A39,0.05,0.01,0.0
A5,33.0,A5,A83,0.08,0.05,0.14
A1,27.0,A1,A7,0.24,0.55,0.0
A13,30.0,A0,A117,0.04,0.0,0.0
A3,28.0,A4,A12,0.08,0.06,0.0
A6,24.0,A11,A2,0.16,0.05,0.0
A20,17.0,A11,A1,0.0,0.0,0.1
A25,20.0,A1,A2,0.41,0.23,0.47
A2,31.0,A1,A7,0.12,0.1,0.0
A1,26.0,A5,A15,0.03,0.0,0.0
A20,18.0,A8,A159,0.0,0.0,0.06
A3,26.0,A9,A1,0.01,0.01,0.0
A4,33.0,A8,A101,0.22,0.13,0.0
A22,34.0,A11,A4,0.62,0.4,0.0
A8,32.0,A2,A34,0.09,0.0,0.0
A1,26.0,A11,A8,0.1,0.01,0.0
A23,12.0,A0,A39,4.47,1.2,0.16
A5,33.0,A7,A93,0.0,0.0,0.02
A0,22.0,A9,A64,0.19,-9.878392456227758,0.0
A2,29.0,A8,A125,0.02,0.0,0.0
A1,33.0,A4,A13,0.0,0.0,0.01
A18,33.0,A0,A34,1.27,0.62,0.18
A12,21.0,A11,A31,0.24,0.16,0.0
A2,29.0,A0,A15,0.2,0.01,0.0
,17.0,A0,A118,1.57,1.79,0.0
A25,21.0,A0,A39,0.0,0.0,0.12
A12,20.0,A11,A162,0.13,0.09,0.0
A17,0.0,A4,A24,1.07,0.07,0.0
A2,25.0,A4,A52,0.03,0.0,0.0
A0,25.0,A6,A7,0.17,0.06,0.0
,31.0,A7,A31,1.27,1.33,0.12
A3,25.0,A11,A163,0.0,0.0,0.17
A2,28.0,A11,A29,0.12,0.01,0.01
A7,15.0,A10,A1,0.0,0.0,0.2
A2,27.0,A4,A15,0.37,0.9,0.0
A1,27.0,A0,A18,0.0,0.0,0.03
A11,31.0,A0,A101,0.0,0.03,0.0
A15,23.0,A9,A7,0.69,0.48,0.01
A13,28.0,A1,A164,0.14,0.0,0.0
A12,20.0,A1,A43,2.36,2.1,0.02
A3,21.0,A1,A10,1.36,0.86,0.64
A9,31.0,A1,A24,0.39,0.4,0.0
A3,24.0,A11,A87,0.08,0.06,0.0
A3,25.0,A3,A1,0.13,0.1,0.0
A4,33.0,A4,A4,5.58,2.83,0.02
A12,15.0,A5,A165,0.02,0.02,0.12
A18,33.0,A1,A28,0.02,0.0,0.0
A3,28.0,A1,A75,0.0,0.0,0.02
A4,31.0,A4,A37,0.11,0.03,0.0
A2,28.0,A7,A25,0.04,0.0,0.0
A3,27.0,A5,A1,0.0,0.0,0.08
A0,25.0,A0,A87,0.02,0.01,0.0
A3,25.0,A1,A3,0.09,0.07,0.0
A9,33.0,A9,A7,0.33,0.74,0.05
A8,32.0,A1,A166,0.16,0.0,0.03
A9,29.0,A11,A24,0.25,0.28,0.0
A4,34.0,A6,A7,0.14,0.28,0.0
A0,24.0,A0,A34,0.0,0.0,1.39
,28.0,A7,A107,0.06,0.0,0.0
A11,23.0,A8,A7,1.03,0.8,0.0
A3,22.0,A6,A39,0.1,0.08,0.0
A9,34.0,A5,A1,0.0,0.0,0.23
A3,22.0,A6,A81,0.0,0.0,0.07
A9,31.0,A11,A39,0.09,0.07,0.42
A5,32.0,A1,A11,0.1,0.15,0.0
A2,27.0,A2,A15,0.03,0.01,0.0
A3,25.0,A6,A7,0.78,2.55,0.04
A7,16.0,A5,A132,0.0,0.0,0.04
A1,31.0,A6,A7,0.21,0.0,0.0
A13,30.0,A4,A1,0.0,0.0,0.3
A9,34.0,A6,A97,0.35,0.0,0.0
A3,28.0,A3,A10,0.0,0.0,0.05
A12,18.0,A11,A167,0.03,0.02,0.0
A5,36.0,A5,A83,0.02,0.03,0.08
A2,27.0,A1,A1,0.0,0.0,0.17
A2,29.0,A8,A15,0.16,0.06,0.0
A0,22.0,A0,A34,1.22,0.1,0.91
A3,22.0,A1,A18,0.22,0.18,0.0
A5,35.0,A6,A154,0.0,0.06,0.0
A11,27.0,A10,A35,0.0,0.02,0.0
A11,27.0,A2,A101,0.01,0.02,0.0
A3,23.0,A9,A65,0.23,0.18,0.0
A12,19.0,A1,A92,0.01,0.01,0.0
A17,2.0,A0,A43,1.48,0.09,0.0
A11,32.0,A11,A31,0.15,0.22,0.0
A0,25.0,A1,A7,0.12,0.05,0.0
A11,34.0,A11,A17,0.12,0.29,0.0
,30.0,A11,A15,0.07,0.02,0.0
A9,31.0,A10,A22,0.0,0.0,0.07
A2,28.0,A4,A24,0.85,0.58,0.0
A9,31.0,A4,A24,0.06,0.03,0.0
A1,26.0,A3,A12,0.33,0.2,0.0
A2,27.0,A6,A168,0.03,0.0,0.0
,31.0,A7,A14,0.0,0.0,0.02
A14,34.0,A4,A15,0.0,0.01,0.0
A3,26.0,A1,A10,0.11,0.03,0.15
A1,32.0,A1,A13,0.0,0.0,0.02
A4,31.0,A4,A37,0.1,0.01,0.0
A6,23.0,A1,A76,0.01,0.0,0.0
A10,20.0,A9,A3,0.13,0.03,0.0
A4,26.0,A1,A4,0.2,0.03,0.05
A3,24.0,A11,A26,0.26,0.2,0.0
,31.0,A1,A8,0.3,0.23,0.0
A9,36.0,A1,A169,0.01,0.01,0.0
A12,17.0,A9,A64,0.43,0.29,0.09
,34.0,A1,A17,0.35,0.25,0.0
A15,,A1,A35,0.22,0.06,0.0
A13,29.0,A9,A15,0.18,0.0,0.0
A9,29.0,A9,A7,0.0,0.06,0.01
A1,32.0,A1,A1,0.0,0.0,0.11
A9,31.0,A3,A37,0.06,0.04,0.0
A9,28.0,A6,A31,0.11,0.01,0.0
A11,26.0,A10,A43,0.0,0.02,0.0
,22.0,A6,A39,0.09,0.07,0.0
A10,18.0,A6,A21,0.44,0.04,0.0
A3,27.0,A8,A5,0.0,0.0,0.02
A21,11.0,A0,A10,0.51,0.09,0.32
A2,26.0,A4,A34,0.0,0.0,0.04
A3,22.0,A10,A2,0.09,0.07,0.0
A2,27.0,A0,A89,0.04,0.0,0.0
A1,32.0,A5,A170,0.0,0.0,0.09
A4,29.0,A0,A15,0.07,0.01,0.0
A22,34.0,A7,A171,0.08,0.06,0.0
A13,30.0,A1,A172,0.0,0.01,0.0
A2,28.0,A8,A22,0.06,0.0,0.0
A3,21.0,A8,A2,0.17,0.13,0.0
,34.0,A7,A13,0.09,0.0,0.03
A13,27.0,A1,A2,0.12,0.63,0.0
A2,29.0,A7,A5,0.1,0.0,0.0
A2,30.0,A7,A102,0.12,0.01,0.0
A20,15.0,A4,A39,0.0,0.0,0.12
A11,34.0,A11,A31,0.11,0.15,0.0
A13,30.0,A0,A5,0.1,0.0,0.01
A9,31.0,A6,A12,0.08,0.09,0.0
A0,26.0,A0,A5,0.07,0.03,0.0
A12,16.0,A7,A51,0.03,0.02,0.0
A12,19.0,A4,A18,0.09,0.06,0.0
A10,20.0,A10,A34,0.13,0.03,0.0
A10,21.0,A6,A7,0.41,0.02,0.0
A12,16.0,A5,A18,0.0,0.0,0.92
A13,30.0,A7,A43,0.05,0.0,0.0
A5,31.0,A3,A10,0.2,0.09,0.0
A20,17.0,A7,A173,0.0,0.0,0.07
A3,28.0,A7,A10,0.06,0.04,0.0
A6,22.0,A6,A39,0.15,0.04,0.0
A2,30.0,A4,A55,0.04,0.0,0.0
A1,31.0,A3,A169,0.03,0.02,0.07
A11,31.0,A7,A101,0.0,0.02,0.0
A9,31.0,A1,A5,0.0,0.0,0.1
A10,19.0,A7,A58,0.05,0.01,0.11
A3,25.0,A0,A96,0.05,0.04,0.0
A11,36.0,A10,A31,0.09,0.1,0.0
A14,36.0,A11,A24,0.64,0.68,0.14
A2,28.0,A4,A15,0.13,0.0,0.0
A2,28.0,A2,A161,0.01,0.0,0.0
A1,30.0,A3,A18,0.0,0.0,0.08
A13,28.0,A7,A1,0.0,0.07,0.19
A12,18.0,A5,A81,0.25,0.17,0.65
A4,30.0,A9,A5,0.12,0.02,0.0
A9,26.0,A5,A24,0.33,0.02,0.0
A9,34.0,A11,A7,0.22,0.4,0.01
A26,16.0,A5,A174,0.0,0.0,0.03
A9,31.0,A11,A39,0.15,0.17,0.0
A7,16.0,A6,A5,0.0,0.0,0.45
A21,5.0,A11,A10,0.65,0.14,0.21
A12,17.0,A7,A18,0.0,0.0,0.14
A9,27.0,A6,A39,0.23,0.59,0.03
A13,30.0,A4,A8,0.18,0.08,0.0
A7,13.0,A10,A22,0.3,0.0,0.32
A4,26.0,A5,A29,0.17,0.01,0.0
A2,27.0,A1,A15,0.1,0.0,0.0
A2,30.0,A5,A34,0.08,0.04,0.07
A8,33.0,A4,A1,0.0,0.0,0.19
A3,23.0,A6,A39,0.0,0.0,0.52
A2,27.0,A5,A58,0.0,0.0,0.07
A3,24.0,A9,A54,0.35,0.01,0.0
A3,25.0,A7,A12,0.34,0.01,0.0
A12,15.0,A3,A175,0.0,0.0,0.33
A7,11.0,A10,A123,0.0,0.0,0.18
A1,33.0,A7,A91,0.0,0.0,0.01
A6,25.0,A0,A3,0.02,0.01,0.0
A2,28.0,A8,A15,0.05,0.01,0.0
A2,26.0,A7,A8,0.23,0.0,0.0
A8,32.0,A6,A34,0.0,0.0,0.11
A9,31.0,A11,A24,0.33,0.35,0.0
A15,25.0,A1,A24,0.07,0.02,0.0
A4,28.0,A4,A5,0.1,0.0,0.0
A2,26.0,A1,A3,0.27,0.01,0.0
A20,15.0,A3,A39,0.0,0.0,0.4
A2,25.0,A11,A5,0.02,0.0,0.0
A2,29.0,A2,A1,0.0,0.0,0.04
A4,26.0,A9,A12,0.22,0.02,0.0
A1,33.0,A7,A176,0.0,0.0,0.01
A6,25.0,A3,A7,0.21,0.06,0.0
A3,29.0,A4,A18,0.08,0.12,0.0
A0,22.0,A5,A64,1.52,0.12,0.0
A9,29.0,A4,A8,0.17,0.05,0.0
